,Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
271,Art,Intermediate,Flexible,Masters,Introvert,Practical,Medium,Average,Moderate,Exceptional,Deep Learning Engineer
272,Medicine,Expert,Solo,High School,Doer,Logical,High,Poor,,Low,AI Ethics Researcher
273,Science,,Solo,PhD,Leader,Creative,,Average,Collaborative,High,Automation Engineer
274,Technology,Advanced,Remote,Diploma,Doer,Intuitive,Very High,Poor,Moderate,Very High,System Architect
275,Business,,Team,PhD,Thinker,Intuitive,Low,Outstanding,Collaborative,Medium,Algorithm Engineer
276,Medicine,Intermediate,Office,Diploma,Introvert,Logical,Low,Poor,,Low,Site Reliability Engineer
277,Technology,Intermediate,Flexible,Diploma,Introvert,Creative,Very High,Average,Visionary,Exceptional,DevOps Engineer
278,Art,Beginner,Remote,PhD,Leader,Practical,Medium,Excellent,Moderate,Very High,Automation Engineer
279,Medicine,,Team,High School,Extrovert,Logical,Medium,Fluent,,Low,Data Engineer
280,Technology,Expert,Office,Masters,Thinker,Analytical,Very High,Fluent,Visionary,Medium,UI/UX Designer
281,Business,Intermediate,Team,Masters,Thinker,Analytical,Low,Average,Visionary,Medium,AI Ethics Researcher
282,Technology,Intermediate,Solo,Masters,Introvert,Logical,Medium,Poor,Collaborative,Very High,Cloud Architect
283,Medicine,Advanced,Solo,High School,Extrovert,Intuitive,High,Average,Collaborative,Low,Virtual Reality Developer
284,Medicine,Intermediate,Office,Bachelors,Doer,Creative,,Outstanding,Moderate,Medium,IoT Specialist
285,Technology,,Office,PhD,Introvert,Creative,Low,Average,,Low,Financial Analyst
286,Business,Expert,Team,Bachelors,Leader,Logical,Low,Excellent,Visionary,High,Software Engineer
287,Science,Advanced,Solo,Masters,Extrovert,Practical,High,Poor,Collaborative,High,Speech Recognition Specialist
288,Business,,Flexible,High School,Leader,Practical,,Excellent,Strong,Low,UI/UX Designer
289,Business,Advanced,Flexible,Bachelors,Introvert,Practical,Medium,Excellent,Moderate,Very High,Network Engineer
290,Art,Intermediate,Flexible,Bachelors,Doer,Logical,,Outstanding,Visionary,Medium,Network Engineer
291,Medicine,Expert,Flexible,Bachelors,Leader,Practical,Medium,Average,Moderate,High,Research Scientist
292,Business,,Solo,Bachelors,Introvert,Analytical,Low,Excellent,Collaborative,Exceptional,Virtual Reality Developer
293,Business,Intermediate,Remote,High School,Extrovert,Analytical,Low,Poor,Collaborative,Low,AI Researcher
294,Business,Beginner,Office,Masters,Extrovert,Practical,High,Fluent,Collaborative,High,Algorithm Engineer
295,Science,Expert,Team,Diploma,Doer,Intuitive,Very High,Outstanding,,High,Database Administrator
296,Technology,,Solo,High School,Doer,Intuitive,Medium,Fluent,Strong,Medium,Business Analyst
297,Medicine,Advanced,Flexible,PhD,Introvert,Logical,High,Fluent,Collaborative,Low,Speech Recognition Specialist
298,Art,Expert,Office,Bachelors,Doer,Practical,Low,Average,Visionary,Medium,Data Engineer
299,Business,,Flexible,Diploma,Doer,Logical,,Average,,Medium,Cloud Architect
300,Art,Expert,Team,PhD,Introvert,Intuitive,,Outstanding,Visionary,Low,Embedded Systems Engineer
301,Science,Advanced,Solo,High School,Thinker,Logical,High,Outstanding,Moderate,Medium,Robotics Engineer
302,Medicine,Expert,Flexible,Masters,Leader,Intuitive,Very High,Poor,Moderate,Medium,Computer Vision Engineer
303,Business,Expert,Office,PhD,Thinker,Creative,,Excellent,Moderate,Low,Site Reliability Engineer
304,Medicine,,Team,PhD,Introvert,Creative,Medium,Excellent,,Exceptional,Research Scientist
305,Business,Intermediate,Office,Bachelors,Thinker,Creative,Medium,Poor,Collaborative,Exceptional,Speech Recognition Specialist
306,Technology,Beginner,Solo,Bachelors,Extrovert,Practical,,Average,Collaborative,Very High,Robotics Engineer
307,Art,Intermediate,Remote,PhD,Introvert,Practical,Very High,Fluent,Strong,Exceptional,DevOps Engineer
308,Technology,,Remote,PhD,Extrovert,Creative,Medium,Outstanding,Collaborative,Medium,Blockchain Developer
309,Art,,Office,PhD,Doer,Intuitive,Medium,Poor,,High,UI/UX Designer
310,Science,Expert,Office,PhD,Doer,Analytical,Very High,Fluent,,Very High,QA Engineer
311,Technology,,Flexible,Bachelors,Extrovert,Creative,Low,Fluent,Visionary,Low,Bioinformatics Scientist
312,Business,,Team,Bachelors,Introvert,Creative,High,Excellent,Visionary,Exceptional,Web Developer
313,Business,Expert,Flexible,Bachelors,Extrovert,Creative,,Fluent,Visionary,Very High,Database Administrator
314,Business,,Remote,Diploma,Introvert,Creative,Very High,Poor,,Exceptional,Data Engineer
315,Art,,Flexible,Masters,Doer,Creative,Medium,Outstanding,Collaborative,Medium,Full Stack Developer
316,Medicine,Expert,Office,High School,Introvert,Intuitive,High,Outstanding,Visionary,Low,Web Developer
317,Business,Expert,Team,PhD,Leader,Practical,Very High,Poor,Visionary,Exceptional,Research Scientist
318,Art,Beginner,Team,Diploma,Extrovert,Creative,High,Poor,Strong,High,Data Engineer
319,Technology,,Team,PhD,Introvert,Intuitive,Medium,Excellent,Collaborative,High,Bioinformatics Scientist
320,Technology,Expert,Team,PhD,Doer,Analytical,Very High,Average,Visionary,Medium,Blockchain Developer
321,Medicine,Beginner,Remote,Diploma,Introvert,Analytical,Medium,Fluent,Visionary,Very High,NLP Engineer
322,Science,,Remote,Diploma,Introvert,Creative,Medium,Excellent,Moderate,Exceptional,AI Researcher
323,Technology,Beginner,Remote,High School,Thinker,Logical,Very High,Poor,Visionary,Very High,AI Researcher
324,Science,,Team,High School,Extrovert,Practical,Very High,Poor,Collaborative,High,Bioinformatics Scientist
325,Science,Intermediate,Remote,PhD,Thinker,Analytical,Low,Poor,Visionary,Medium,NLP Engineer
326,Science,Beginner,Solo,PhD,Extrovert,Intuitive,,Outstanding,,Very High,Bioinformatics Scientist
327,Medicine,,Solo,High School,Thinker,Intuitive,Low,Excellent,Strong,Exceptional,Robotics Engineer
328,Art,Advanced,Remote,Diploma,Leader,Creative,Medium,Outstanding,Collaborative,High,Network Engineer
329,Medicine,,Flexible,High School,Leader,Creative,Low,Outstanding,,High,Network Engineer
330,Medicine,Beginner,Flexible,Masters,Thinker,Practical,Low,Fluent,Visionary,Very High,Data Scientist
331,Art,Advanced,Remote,Bachelors,Introvert,Analytical,High,Excellent,,Medium,Cybersecurity Analyst
332,Business,,Team,Diploma,Leader,Practical,,Average,Moderate,Very High,Mobile App Developer
333,Technology,,Solo,Bachelors,Introvert,Analytical,,Outstanding,Strong,Exceptional,DevOps Engineer
334,Business,,Team,Diploma,Introvert,Creative,Very High,Poor,,Exceptional,Computer Vision Engineer
335,Medicine,Intermediate,Solo,Bachelors,Thinker,Creative,Low,Poor,,Low,Financial Analyst
336,Science,,Team,Diploma,Doer,Logical,Medium,Outstanding,Collaborative,Very High,Bioinformatics Scientist
337,Business,Beginner,Remote,Bachelors,Introvert,Practical,,Poor,,Very High,Cloud Architect
338,Art,Beginner,Flexible,PhD,Leader,Analytical,Medium,Outstanding,Collaborative,Very High,Robotics Engineer
339,Medicine,,Solo,High School,Doer,Creative,High,Fluent,Visionary,Low,Deep Learning Engineer
340,Technology,Beginner,Team,Masters,Doer,Creative,Very High,Outstanding,Visionary,Very High,Cybersecurity Analyst
341,Medicine,Beginner,Solo,High School,Doer,Practical,Low,Excellent,Collaborative,Low,Cloud Architect
342,Business,Beginner,Flexible,PhD,Doer,Practical,Very High,Average,,Low,Cloud Architect
343,Science,Beginner,Remote,High School,Extrovert,Analytical,,Outstanding,Visionary,Low,ML Engineer
344,Art,Expert,Office,Diploma,Thinker,Practical,Very High,Excellent,Collaborative,Very High,Research Scientist
345,Medicine,Beginner,Remote,PhD,Thinker,Analytical,Low,Average,,Low,Product Manager
346,Science,Expert,Remote,Diploma,Extrovert,Practical,High,Fluent,Collaborative,Very High,NLP Engineer
347,Medicine,Beginner,Solo,Masters,Introvert,Practical,Low,Average,Moderate,Low,Research Scientist
348,Technology,Intermediate,Solo,Bachelors,Thinker,Creative,Low,Outstanding,Strong,Exceptional,Site Reliability Engineer
349,Science,Expert,Flexible,Diploma,Introvert,Intuitive,Low,Outstanding,Collaborative,Very High,Game Developer
350,Art,Beginner,Flexible,PhD,Extrovert,Logical,,Poor,Collaborative,Medium,AI Researcher
351,Science,Intermediate,Flexible,Diploma,Introvert,Creative,Very High,Excellent,Strong,Exceptional,DevOps Engineer
352,Medicine,Intermediate,Remote,High School,Leader,Analytical,High,Outstanding,Strong,Low,Cloud Architect
353,Business,,Remote,Masters,Thinker,Practical,Very High,Poor,Moderate,Low,Solutions Architect
354,Medicine,Beginner,Team,Masters,Leader,Practical,,Average,Visionary,Medium,Cloud Architect
355,Science,Beginner,Team,Bachelors,Leader,Analytical,High,Outstanding,Visionary,Very High,Site Reliability Engineer
356,Medicine,Advanced,Office,Diploma,Extrovert,Creative,,Poor,Collaborative,Very High,Speech Recognition Specialist
357,Art,Intermediate,Solo,Masters,Leader,Practical,,Excellent,Collaborative,Low,Algorithm Engineer
358,Science,Intermediate,Solo,PhD,Thinker,Logical,,Excellent,,Exceptional,AI Researcher
359,Science,,Flexible,High School,Doer,Analytical,,Excellent,Collaborative,Very High,Full Stack Developer
360,Business,Beginner,Office,PhD,Extrovert,Logical,Medium,Excellent,Strong,Medium,Embedded Systems Engineer
361,Business,Intermediate,Office,PhD,Extrovert,Logical,,Excellent,Visionary,Low,Business Analyst
362,Business,Intermediate,Remote,Bachelors,Doer,Logical,Very High,Outstanding,Visionary,Medium,Research Scientist
363,Business,Expert,Team,Masters,Thinker,Creative,Low,Excellent,Collaborative,Exceptional,QA Engineer
364,Science,Expert,Team,Bachelors,Introvert,Creative,High,Poor,,Very High,AI Researcher
365,Technology,Beginner,Team,High School,Leader,Logical,High,Fluent,Strong,Low,Software Engineer
366,Medicine,Intermediate,Solo,High School,Introvert,Creative,,Poor,Moderate,Exceptional,Web Developer
367,Art,Advanced,Solo,PhD,Thinker,Creative,,Outstanding,Moderate,Very High,IoT Specialist
368,Art,Intermediate,Flexible,PhD,Leader,Intuitive,Medium,Outstanding,Moderate,Low,Hardware Engineer
369,Business,,Solo,Masters,Doer,Logical,,Poor,Visionary,High,Product Manager
370,Science,Beginner,Remote,PhD,Introvert,Intuitive,Low,Excellent,Collaborative,High,Product Manager
371,Art,Advanced,Remote,High School,Doer,Intuitive,Medium,Average,,High,Deep Learning Engineer
372,Science,Expert,Team,Bachelors,Leader,Intuitive,High,Poor,,Medium,Game Developer
373,Business,Advanced,Flexible,PhD,Thinker,Intuitive,Very High,Outstanding,Visionary,Exceptional,DevOps Engineer
374,Business,,Team,High School,Thinker,Intuitive,Low,Outstanding,Visionary,Low,Game Developer
375,Art,,Team,High School,Introvert,Intuitive,Low,Fluent,Moderate,Medium,DevOps Engineer
376,Business,Expert,Remote,Bachelors,Thinker,Analytical,High,Outstanding,Strong,Medium,Bioinformatics Scientist
377,Science,Advanced,Office,Bachelors,Thinker,Logical,Low,Fluent,Strong,Medium,Solutions Architect
378,Science,Expert,Solo,Bachelors,Introvert,Intuitive,Very High,Outstanding,,High,Network Engineer
379,Medicine,Beginner,Team,Diploma,Leader,Analytical,,Outstanding,Visionary,Very High,Network Engineer
380,Art,Advanced,Team,PhD,Leader,Logical,,Poor,Moderate,High,Web Developer
381,Business,Expert,Flexible,High School,Doer,Practical,Low,Fluent,Collaborative,High,Software Engineer
382,Business,Beginner,Office,High School,Extrovert,Creative,Low,Average,Collaborative,Very High,Business Analyst
383,Science,Beginner,Flexible,Bachelors,Leader,Practical,High,Outstanding,Collaborative,High,Virtual Reality Developer
384,Business,,Team,PhD,Introvert,Logical,Low,Average,Strong,Exceptional,Game Developer
385,Science,Expert,Solo,Bachelors,Thinker,Practical,,Poor,Visionary,Low,Automation Engineer
386,Art,Advanced,Team,Bachelors,Extrovert,Intuitive,Medium,Poor,Strong,Medium,Blockchain Developer
387,Medicine,Intermediate,Solo,Masters,Introvert,Intuitive,High,Excellent,,Very High,Automation Engineer
388,Medicine,,Solo,Masters,Introvert,Analytical,Medium,Outstanding,Collaborative,Exceptional,Cloud Architect
389,Medicine,Beginner,Team,Masters,Thinker,Intuitive,Very High,Excellent,,Low,Bioinformatics Scientist
390,Medicine,Intermediate,Office,High School,Leader,Analytical,Low,Outstanding,Collaborative,Very High,DevOps Engineer
391,Technology,Beginner,Office,High School,Extrovert,Intuitive,High,Excellent,Collaborative,Low,Virtual Reality Developer
392,Medicine,Expert,Team,Diploma,Doer,Creative,Medium,Average,Strong,Low,AI Ethics Researcher
393,Science,,Solo,Masters,Doer,Intuitive,Low,Poor,Collaborative,Low,Deep Learning Engineer
394,Science,Expert,Solo,PhD,Leader,Creative,Low,Outstanding,Collaborative,Low,Cloud Architect
395,Art,Intermediate,Remote,High School,Leader,Analytical,,Poor,Visionary,Low,Speech Recognition Specialist
396,Medicine,Beginner,Remote,Diploma,Introvert,Logical,High,Average,Visionary,Very High,Computer Vision Engineer
397,Science,,Remote,Diploma,Leader,Creative,Low,Fluent,Strong,Exceptional,Computer Vision Engineer
398,Technology,Beginner,Solo,Bachelors,Thinker,Logical,Medium,Excellent,Visionary,Medium,Speech Recognition Specialist
399,Technology,Beginner,Office,Diploma,Doer,Creative,,Poor,Visionary,Low,Deep Learning Engineer
400,Technology,Expert,Team,Diploma,Thinker,Analytical,Very High,Fluent,Strong,Exceptional,Speech Recognition Specialist
401,Science,Expert,Flexible,High School,Thinker,Logical,Very High,Excellent,Strong,High,Mobile App Developer
402,Technology,Beginner,Solo,Masters,Extrovert,Intuitive,Very High,Outstanding,Moderate,Medium,Deep Learning Engineer
403,Medicine,,Flexible,Diploma,Thinker,Logical,,Excellent,Collaborative,High,Deep Learning Engineer
404,Art,,Flexible,Bachelors,Leader,Analytical,,Fluent,,Low,Virtual Reality Developer
405,Science,Advanced,Team,Diploma,Introvert,Analytical,High,Fluent,Strong,Very High,Technical Writer
406,Technology,Expert,Solo,High School,Introvert,Logical,Medium,Poor,,High,Mobile App Developer
407,Science,,Team,High School,Leader,Creative,,Poor,Collaborative,Medium,Robotics Engineer
408,Science,Expert,Office,PhD,Thinker,Creative,High,Excellent,Strong,Very High,Financial Analyst
409,Technology,Intermediate,Team,Diploma,Doer,Analytical,Very High,Excellent,Strong,High,System Architect
410,Business,Intermediate,Office,PhD,Thinker,Analytical,Medium,Poor,Strong,High,Robotics Engineer
411,Technology,,Office,Diploma,Leader,Practical,,Excellent,Collaborative,Medium,Cloud Architect
412,Business,Intermediate,Team,Masters,Thinker,Analytical,Low,Average,Collaborative,Low,Web Developer
413,Medicine,Advanced,Office,Masters,Extrovert,Creative,,Poor,,High,Network Engineer
414,Business,Expert,Team,Masters,Thinker,Intuitive,Medium,Poor,,Very High,IoT Specialist
415,Science,,Team,PhD,Leader,Practical,Low,Poor,Moderate,High,Bioinformatics Scientist
416,Medicine,Expert,Team,Diploma,Leader,Logical,Low,Fluent,Visionary,Medium,Web Developer
417,Business,Advanced,Remote,Masters,Thinker,Intuitive,Medium,Outstanding,Collaborative,High,Bioinformatics Scientist
418,Medicine,Expert,Solo,PhD,Doer,Creative,Medium,Excellent,Visionary,Low,Cloud Architect
419,Science,Expert,Flexible,Masters,Leader,Analytical,Low,Average,Moderate,Low,DevOps Engineer
420,Science,Advanced,Team,PhD,Thinker,Practical,,Poor,Visionary,Medium,IoT Specialist
421,Art,Beginner,Solo,High School,Thinker,Creative,Medium,Outstanding,Collaborative,Medium,Solutions Architect
422,Medicine,Beginner,Team,Masters,Doer,Creative,Medium,Outstanding,Strong,Low,DevOps Engineer
423,Technology,Expert,Team,Masters,Leader,Analytical,Medium,Poor,Collaborative,Medium,DevOps Engineer
424,Technology,Advanced,Team,Diploma,Thinker,Analytical,Medium,Fluent,Strong,Very High,Computer Vision Engineer
425,Business,Beginner,Solo,PhD,Thinker,Intuitive,Very High,Poor,Visionary,Exceptional,System Architect
426,Medicine,,Flexible,High School,Introvert,Creative,Medium,Average,Strong,Very High,AI Ethics Researcher
427,Science,Advanced,Team,Diploma,Leader,Creative,High,Poor,Collaborative,Very High,Blockchain Developer
428,Technology,Beginner,Office,Bachelors,Extrovert,Intuitive,,Fluent,Moderate,Very High,Network Engineer
429,Technology,Expert,Remote,PhD,Thinker,Intuitive,Low,Average,Moderate,Low,Hardware Engineer
430,Art,Intermediate,Remote,Masters,Doer,Creative,Low,Poor,Strong,Low,Business Analyst
431,Business,Expert,Remote,PhD,Doer,Logical,,Excellent,,Low,Financial Analyst
432,Science,,Solo,Masters,Introvert,Logical,Low,Average,Visionary,Medium,Cybersecurity Analyst
433,Business,Intermediate,Team,PhD,Doer,Creative,Medium,Excellent,Moderate,Exceptional,AI Researcher
434,Technology,Beginner,Flexible,Masters,Extrovert,Practical,Low,Poor,,Very High,Deep Learning Engineer
435,Business,Advanced,Solo,Masters,Leader,Analytical,Medium,Fluent,Moderate,Very High,Blockchain Developer
436,Science,,Solo,Diploma,Extrovert,Practical,High,Average,,Very High,Deep Learning Engineer
437,Business,Advanced,Remote,Diploma,Introvert,Intuitive,Low,Poor,,Low,Computer Vision Engineer
438,Business,Beginner,Team,PhD,Extrovert,Intuitive,Low,Outstanding,Strong,Low,Database Administrator
439,Art,Beginner,Team,Masters,Leader,Creative,High,Fluent,,Low,Web Developer
440,Art,,Flexible,PhD,Thinker,Practical,Very High,Average,Strong,High,QA Engineer
441,Art,Beginner,Remote,Diploma,Extrovert,Creative,Low,Outstanding,Collaborative,Low,Software Engineer
442,Business,Expert,Flexible,PhD,Introvert,Creative,Low,Excellent,Strong,Very High,AI Ethics Researcher
443,Art,Expert,Remote,Diploma,Doer,Intuitive,Low,Fluent,Visionary,Very High,QA Engineer
444,Art,Intermediate,Team,High School,Thinker,Practical,Very High,Outstanding,,Very High,Software Engineer
445,Business,Beginner,Remote,Diploma,Thinker,Intuitive,High,Average,,Low,Financial Analyst
446,Technology,,Solo,PhD,Thinker,Logical,Low,Excellent,Collaborative,Medium,Blockchain Developer
447,Science,Intermediate,Solo,Bachelors,Introvert,Creative,,Fluent,Collaborative,Medium,Data Engineer
448,Art,Intermediate,Remote,High School,Leader,Practical,Medium,Excellent,Collaborative,Very High,Algorithm Engineer
