Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
Business,None,Flexible,High School,Leader,Practical,None,Excellent,Strong,Low,Doctor
Business,Advanced,Flexible,Bachelors,Introvert,Practical,Medium,Excellent,Moderate,Very High,Software Engineer
Art,Intermediate,Flexible,Bachelors,Doer,Logical,None,Outstanding,Visionary,Medium,Data Scientist
Medicine,Expert,Flexible,Bachelors,Leader,Practical,Medium,Average,Moderate,High,Marketing Manager
Business,None,Solo,Bachelors,Introvert,Analytical,Low,Excellent,Collaborative,Exceptional,Software Engineer
Business,Intermediate,Remote,High School,Extrovert,Analytical,Low,Poor,Collaborative,Low,Doctor
Business,Beginner,Office,Masters,Extrovert,Practical,High,Fluent,Collaborative,High,Software Engineer
Science,Expert,Team,Diploma,Doer,Intuitive,Very High,Outstanding,None,High,Software Engineer
Technology,None,Solo,High School,Doer,Intuitive,Medium,Fluent,Strong,Medium,Marketing Manager
Medicine,Advanced,Flexible,PhD,Introvert,Logical,High,Fluent,Collaborative,Low,Marketing Manager
Art,Expert,Office,Bachelors,Doer,Practical,Low,Average,Visionary,Medium,Doctor
Business,None,Flexible,Diploma,Doer,Logical,None,Average,None,Medium,Software Engineer
Art,Expert,Team,PhD,Introvert,Intuitive,None,Outstanding,Visionary,Low,Doctor
Science,Advanced,Solo,High School,Thinker,Logical,High,Outstanding,Moderate,Medium,Doctor
Medicine,Expert,Flexible,Masters,Leader,Intuitive,Very High,Poor,Moderate,Medium,Data Scientist
Business,Expert,Office,PhD,Thinker,Creative,None,Excellent,Moderate,Low,Software Engineer
Medicine,None,Team,PhD,Introvert,Creative,Medium,Excellent,None,Exceptional,Data Scientist
Business,Intermediate,Office,Bachelors,Thinker,Creative,Medium,Poor,Collaborative,Exceptional,Software Engineer
Technology,Beginner,Solo,Bachelors,Extrovert,Practical,None,Average,Collaborative,Very High,Data Scientist
Art,Intermediate,Remote,PhD,Introvert,Practical,Very High,Fluent,Strong,Exceptional,Graphic Designer
Technology,None,Remote,PhD,Extrovert,Creative,Medium,Outstanding,Collaborative,Medium,Graphic Designer
Art,None,Office,PhD,Doer,Intuitive,Medium,Poor,None,High,Marketing Manager
Science,Expert,Office,PhD,Doer,Analytical,Very High,Fluent,None,Very High,Data Scientist
Technology,None,Flexible,Bachelors,Extrovert,Creative,Low,Fluent,Visionary,Low,Marketing Manager
Business,None,Team,Bachelors,Introvert,Creative,High,Excellent,Visionary,Exceptional,Marketing Manager
Business,Expert,Flexible,Bachelors,Extrovert,Creative,None,Fluent,Visionary,Very High,Doctor
Business,None,Remote,Diploma,Introvert,Creative,Very High,Poor,None,Exceptional,Graphic Designer
Art,None,Flexible,Masters,Doer,Creative,Medium,Outstanding,Collaborative,Medium,Doctor
Medicine,Expert,Office,High School,Introvert,Intuitive,High,Outstanding,Visionary,Low,Marketing Manager
Business,Expert,Team,PhD,Leader,Practical,Very High,Poor,Visionary,Exceptional,Data Scientist
Art,Beginner,Team,Diploma,Extrovert,Creative,High,Poor,Strong,High,Software Engineer
Technology,None,Team,PhD,Introvert,Intuitive,Medium,Excellent,Collaborative,High,Marketing Manager
Technology,Expert,Team,PhD,Doer,Analytical,Very High,Average,Visionary,Medium,Marketing Manager
Medicine,Beginner,Remote,Diploma,Introvert,Analytical,Medium,Fluent,Visionary,Very High,Marketing Manager
Science,None,Remote,Diploma,Introvert,Creative,Medium,Excellent,Moderate,Exceptional,Graphic Designer
Technology,Beginner,Remote,High School,Thinker,Logical,Very High,Poor,Visionary,Very High,Software Engineer
Science,None,Team,High School,Extrovert,Practical,Very High,Poor,Collaborative,High,Data Scientist
Science,Intermediate,Remote,PhD,Thinker,Analytical,Low,Poor,Visionary,Medium,Graphic Designer
Science,Beginner,Solo,PhD,Extrovert,Intuitive,None,Outstanding,None,Very High,Software Engineer
Medicine,None,Solo,High School,Thinker,Intuitive,Low,Excellent,Strong,Exceptional,Software Engineer
Art,Advanced,Remote,Diploma,Leader,Creative,Medium,Outstanding,Collaborative,High,Software Engineer
Medicine,None,Flexible,High School,Leader,Creative,Low,Outstanding,None,High,Data Scientist
Medicine,Beginner,Flexible,Masters,Thinker,Practical,Low,Fluent,Visionary,Very High,Software Engineer
Art,Advanced,Remote,Bachelors,Introvert,Analytical,High,Excellent,None,Medium,Software Engineer
Business,None,Team,Diploma,Leader,Practical,None,Average,Moderate,Very High,Data Scientist
Technology,None,Solo,Bachelors,Introvert,Analytical,None,Outstanding,Strong,Exceptional,Doctor
Business,None,Team,Diploma,Introvert,Creative,Very High,Poor,None,Exceptional,Doctor
Medicine,Intermediate,Solo,Bachelors,Thinker,Creative,Low,Poor,None,Low,Marketing Manager
Science,None,Team,Diploma,Doer,Logical,Medium,Outstanding,Collaborative,Very High,Doctor
Business,Beginner,Remote,Bachelors,Introvert,Practical,None,Poor,None,Very High,Data Scientist
Art,Beginner,Flexible,PhD,Leader,Analytical,Medium,Outstanding,Collaborative,Very High,Marketing Manager
Medicine,None,Solo,High School,Doer,Creative,High,Fluent,Visionary,Low,Software Engineer
Technology,Beginner,Team,Masters,Doer,Creative,Very High,Outstanding,Visionary,Very High,Graphic Designer
Medicine,Beginner,Solo,High School,Doer,Practical,Low,Excellent,Collaborative,Low,Doctor
Business,Beginner,Flexible,PhD,Doer,Practical,Very High,Average,None,Low,Marketing Manager
Science,Beginner,Remote,High School,Extrovert,Analytical,None,Outstanding,Visionary,Low,Graphic Designer
Art,Expert,Office,Diploma,Thinker,Practical,Very High,Excellent,Collaborative,Very High,Doctor
Medicine,Beginner,Remote,PhD,Thinker,Analytical,Low,Average,None,Low,Graphic Designer
Science,Expert,Remote,Diploma,Extrovert,Practical,High,Fluent,Collaborative,Very High,Doctor
Medicine,Beginner,Solo,Masters,Introvert,Practical,Low,Average,Moderate,Low,Data Scientist
Technology,Intermediate,Solo,Bachelors,Thinker,Creative,Low,Outstanding,Strong,Exceptional,Data Scientist
Science,Expert,Flexible,Diploma,Introvert,Intuitive,Low,Outstanding,Collaborative,Very High,Marketing Manager
Art,Beginner,Flexible,PhD,Extrovert,Logical,None,Poor,Collaborative,Medium,Marketing Manager
Science,Intermediate,Flexible,Diploma,Introvert,Creative,Very High,Excellent,Strong,Exceptional,Marketing Manager
Medicine,Intermediate,Remote,High School,Leader,Analytical,High,Outstanding,Strong,Low,Data Scientist
Business,None,Remote,Masters,Thinker,Practical,Very High,Poor,Moderate,Low,Graphic Designer
Medicine,Beginner,Team,Masters,Leader,Practical,None,Average,Visionary,Medium,Data Scientist
Science,Beginner,Team,Bachelors,Leader,Analytical,High,Outstanding,Visionary,Very High,Doctor
Medicine,Advanced,Office,Diploma,Extrovert,Creative,None,Poor,Collaborative,Very High,Graphic Designer
Art,Intermediate,Solo,Masters,Leader,Practical,None,Excellent,Collaborative,Low,Graphic Designer
Science,Intermediate,Solo,PhD,Thinker,Logical,None,Excellent,None,Exceptional,Graphic Designer
Science,None,Flexible,High School,Doer,Analytical,None,Excellent,Collaborative,Very High,Doctor
Business,Beginner,Office,PhD,Extrovert,Logical,Medium,Excellent,Strong,Medium,Data Scientist
Business,Intermediate,Office,PhD,Extrovert,Logical,None,Excellent,Visionary,Low,Graphic Designer
Business,Intermediate,Remote,Bachelors,Doer,Logical,Very High,Outstanding,Visionary,Medium,Software Engineer
Business,Expert,Team,Masters,Thinker,Creative,Low,Excellent,Collaborative,Exceptional,Data Scientist
Science,Expert,Team,Bachelors,Introvert,Creative,High,Poor,None,Very High,Graphic Designer
Technology,Beginner,Team,High School,Leader,Logical,High,Fluent,Strong,Low,Software Engineer
Medicine,Intermediate,Solo,High School,Introvert,Creative,None,Poor,Moderate,Exceptional,Graphic Designer
Art,Advanced,Solo,PhD,Thinker,Creative,None,Outstanding,Moderate,Very High,Data Scientist
Art,Intermediate,Flexible,PhD,Leader,Intuitive,Medium,Outstanding,Moderate,Low,Doctor
Business,None,Solo,Masters,Doer,Logical,None,Poor,Visionary,High,Software Engineer
Science,Beginner,Remote,PhD,Introvert,Intuitive,Low,Excellent,Collaborative,High,Data Scientist
Art,Advanced,Remote,High School,Doer,Intuitive,Medium,Average,None,High,Doctor
Science,Expert,Team,Bachelors,Leader,Intuitive,High,Poor,None,Medium,Doctor
Business,Advanced,Flexible,PhD,Thinker,Intuitive,Very High,Outstanding,Visionary,Exceptional,Software Engineer
Business,None,Team,High School,Thinker,Intuitive,Low,Outstanding,Visionary,Low,Graphic Designer
Art,None,Team,High School,Introvert,Intuitive,Low,Fluent,Moderate,Medium,Data Scientist
Business,Expert,Remote,Bachelors,Thinker,Analytical,High,Outstanding,Strong,Medium,Graphic Designer
Science,Advanced,Office,Bachelors,Thinker,Logical,Low,Fluent,Strong,Medium,Doctor
Science,Expert,Solo,Bachelors,Introvert,Intuitive,Very High,Outstanding,None,High,Software Engineer
Medicine,Beginner,Team,Diploma,Leader,Analytical,None,Outstanding,Visionary,Very High,Doctor
Art,Advanced,Team,PhD,Leader,Logical,None,Poor,Moderate,High,Marketing Manager
Business,Expert,Flexible,High School,Doer,Practical,Low,Fluent,Collaborative,High,Software Engineer
Business,Beginner,Office,High School,Extrovert,Creative,Low,Average,Collaborative,Very High,Marketing Manager
Science,Beginner,Flexible,Bachelors,Leader,Practical,High,Outstanding,Collaborative,High,Doctor
Business,None,Team,PhD,Introvert,Logical,Low,Average,Strong,Exceptional,Marketing Manager
Science,Expert,Solo,Bachelors,Thinker,Practical,None,Poor,Visionary,Low,Data Scientist
Art,Advanced,Team,Bachelors,Extrovert,Intuitive,Medium,Poor,Strong,Medium,Graphic Designer
Medicine,Intermediate,Solo,Masters,Introvert,Intuitive,High,Excellent,None,Very High,Doctor
Medicine,None,Solo,Masters,Introvert,Analytical,Medium,Outstanding,Collaborative,Exceptional,Data Scientist
Medicine,Beginner,Team,Masters,Thinker,Intuitive,Very High,Excellent,None,Low,Software Engineer
Medicine,Intermediate,Office,High School,Leader,Analytical,Low,Outstanding,Collaborative,Very High,Doctor
Technology,Beginner,Office,High School,Extrovert,Intuitive,High,Excellent,Collaborative,Low,Marketing Manager
Medicine,Expert,Team,Diploma,Doer,Creative,Medium,Average,Strong,Low,Marketing Manager
Science,None,Solo,Masters,Doer,Intuitive,Low,Poor,Collaborative,Low,Data Scientist
Science,Expert,Solo,PhD,Leader,Creative,Low,Outstanding,Collaborative,Low,Marketing Manager
Art,Intermediate,Remote,High School,Leader,Analytical,None,Poor,Visionary,Low,Marketing Manager
Medicine,Beginner,Remote,Diploma,Introvert,Logical,High,Average,Visionary,Very High,Marketing Manager
Science,None,Remote,Diploma,Leader,Creative,Low,Fluent,Strong,Exceptional,Software Engineer
Technology,Beginner,Solo,Bachelors,Thinker,Logical,Medium,Excellent,Visionary,Medium,Data Scientist
Technology,Beginner,Office,Diploma,Doer,Creative,None,Poor,Visionary,Low,Doctor
Technology,Expert,Team,Diploma,Thinker,Analytical,Very High,Fluent,Strong,Exceptional,Doctor
Science,Expert,Flexible,High School,Thinker,Logical,Very High,Excellent,Strong,High,Software Engineer
Technology,Beginner,Solo,Masters,Extrovert,Intuitive,Very High,Outstanding,Moderate,Medium,Doctor
Medicine,None,Flexible,Diploma,Thinker,Logical,None,Excellent,Collaborative,High,Doctor
Art,None,Flexible,Bachelors,Leader,Analytical,None,Fluent,None,Low,Doctor
Science,Advanced,Team,Diploma,Introvert,Analytical,High,Fluent,Strong,Very High,Marketing Manager
Technology,Expert,Solo,High School,Introvert,Logical,Medium,Poor,None,High,Marketing Manager
Science,None,Team,High School,Leader,Creative,None,Poor,Collaborative,Medium,Graphic Designer
Science,Expert,Office,PhD,Thinker,Creative,High,Excellent,Strong,Very High,Graphic Designer
Technology,Intermediate,Team,Diploma,Doer,Analytical,Very High,Excellent,Strong,High,Doctor
Business,Intermediate,Office,PhD,Thinker,Analytical,Medium,Poor,Strong,High,Software Engineer
Technology,None,Office,Diploma,Leader,Practical,None,Excellent,Collaborative,Medium,Data Scientist
Business,Intermediate,Team,Masters,Thinker,Analytical,Low,Average,Collaborative,Low,Data Scientist
Medicine,Advanced,Office,Masters,Extrovert,Creative,None,Poor,None,High,Software Engineer
Business,Expert,Team,Masters,Thinker,Intuitive,Medium,Poor,None,Very High,Graphic Designer
Science,None,Team,PhD,Leader,Practical,Low,Poor,Moderate,High,Doctor
Medicine,Expert,Team,Diploma,Leader,Logical,Low,Fluent,Visionary,Medium,Doctor
Business,Advanced,Remote,Masters,Thinker,Intuitive,Medium,Outstanding,Collaborative,High,Data Scientist
Medicine,Expert,Solo,PhD,Doer,Creative,Medium,Excellent,Visionary,Low,Data Scientist
Science,Expert,Flexible,Masters,Leader,Analytical,Low,Average,Moderate,Low,Graphic Designer
Science,Advanced,Team,PhD,Thinker,Practical,None,Poor,Visionary,Medium,Graphic Designer
Art,Beginner,Solo,High School,Thinker,Creative,Medium,Outstanding,Collaborative,Medium,Software Engineer
Medicine,Beginner,Team,Masters,Doer,Creative,Medium,Outstanding,Strong,Low,Marketing Manager
Technology,Expert,Team,Masters,Leader,Analytical,Medium,Poor,Collaborative,Medium,Graphic Designer
Technology,Advanced,Team,Diploma,Thinker,Analytical,Medium,Fluent,Strong,Very High,Marketing Manager
Business,Beginner,Solo,PhD,Thinker,Intuitive,Very High,Poor,Visionary,Exceptional,Data Scientist
Medicine,None,Flexible,High School,Introvert,Creative,Medium,Average,Strong,Very High,Data Scientist
Science,Advanced,Team,Diploma,Leader,Creative,High,Poor,Collaborative,Very High,Software Engineer
Technology,Beginner,Office,Bachelors,Extrovert,Intuitive,None,Fluent,Moderate,Very High,Graphic Designer
Technology,Expert,Remote,PhD,Thinker,Intuitive,Low,Average,Moderate,Low,Graphic Designer
Art,Intermediate,Remote,Masters,Doer,Creative,Low,Poor,Strong,Low,Graphic Designer
Business,Expert,Remote,PhD,Doer,Logical,None,Excellent,None,Low,Doctor
Science,None,Solo,Masters,Introvert,Logical,Low,Average,Visionary,Medium,Data Scientist
Business,Intermediate,Team,PhD,Doer,Creative,Medium,Excellent,Moderate,Exceptional,Doctor
Technology,Beginner,Flexible,Masters,Extrovert,Practical,Low,Poor,None,Very High,Data Scientist
Business,Advanced,Solo,Masters,Leader,Analytical,Medium,Fluent,Moderate,Very High,Data Scientist
Science,None,Solo,Diploma,Extrovert,Practical,High,Average,None,Very High,Marketing Manager
Business,Advanced,Remote,Diploma,Introvert,Intuitive,Low,Poor,None,Low,Data Scientist
Business,Beginner,Team,PhD,Extrovert,Intuitive,Low,Outstanding,Strong,Low,Doctor
Art,Beginner,Team,Masters,Leader,Creative,High,Fluent,None,Low,Marketing Manager
Art,None,Flexible,PhD,Thinker,Practical,Very High,Average,Strong,High,Data Scientist
Art,Beginner,Remote,Diploma,Extrovert,Creative,Low,Outstanding,Collaborative,Low,Graphic Designer
Business,Expert,Flexible,PhD,Introvert,Creative,Low,Excellent,Strong,Very High,Doctor
Art,Expert,Remote,Diploma,Doer,Intuitive,Low,Fluent,Visionary,Very High,Graphic Designer
Art,Intermediate,Team,High School,Thinker,Practical,Very High,Outstanding,None,Very High,Software Engineer
Business,Beginner,Remote,Diploma,Thinker,Intuitive,High,Average,None,Low,Marketing Manager
Technology,None,Solo,PhD,Thinker,Logical,Low,Excellent,Collaborative,Medium,Software Engineer
Science,Intermediate,Solo,Bachelors,Introvert,Creative,None,Fluent,Collaborative,Medium,Doctor
Art,Intermediate,Remote,High School,Leader,Practical,Medium,Excellent,Collaborative,Very High,Software Engineer
Technology,Beginner,Office,PhD,Doer,Intuitive,Medium,Excellent,Strong,Exceptional,Graphic Designer
Business,Beginner,Solo,Masters,Introvert,Practical,Low,Excellent,Collaborative,Low,Software Engineer
Science,Expert,Flexible,Bachelors,Extrovert,Analytical,High,Average,Strong,Very High,Graphic Designer
Medicine,Expert,Team,Diploma,Extrovert,Practical,Low,Poor,Collaborative,Low,Data Scientist
Art,Expert,Office,High School,Thinker,Practical,Medium,Poor,Visionary,Low,Doctor
Business,Intermediate,Remote,PhD,Extrovert,Practical,Very High,Fluent,Strong,High,Software Engineer
Technology,Intermediate,Flexible,PhD,Leader,Logical,High,Poor,None,High,Doctor
Business,None,Remote,High School,Extrovert,Logical,Very High,Outstanding,Collaborative,Low,Marketing Manager
Business,Advanced,Solo,High School,Introvert,Intuitive,Low,Poor,Visionary,Very High,Software Engineer
Business,Advanced,Office,Diploma,Leader,Practical,None,Outstanding,None,Low,Software Engineer
Science,Beginner,Team,PhD,Doer,Intuitive,None,Excellent,Visionary,High,Data Scientist
Art,None,Flexible,Masters,Introvert,Intuitive,Medium,Fluent,Visionary,Low,Data Scientist
Art,None,Team,Diploma,Doer,Creative,Very High,Outstanding,Visionary,Exceptional,Marketing Manager
Business,None,Remote,Masters,Doer,Logical,Medium,Poor,None,Very High,Graphic Designer
Technology,Expert,Remote,PhD,Extrovert,Analytical,Medium,Average,Moderate,High,Software Engineer
Technology,Expert,Remote,Bachelors,Thinker,Analytical,None,Fluent,Strong,High,Doctor
Science,Advanced,Remote,Bachelors,Introvert,Logical,High,Fluent,Visionary,Very High,Marketing Manager
Medicine,None,Remote,Diploma,Extrovert,Creative,Medium,Average,Strong,Medium,Data Scientist
Technology,Beginner,Remote,High School,Thinker,Analytical,None,Average,Strong,Very High,Doctor
Business,Beginner,Team,Bachelors,Leader,Intuitive,Medium,Excellent,Moderate,Very High,Software Engineer
Art,None,Solo,PhD,Thinker,Intuitive,High,Poor,Strong,Exceptional,Doctor
Medicine,Intermediate,Office,Diploma,Extrovert,Intuitive,Medium,Average,None,Medium,Graphic Designer
Medicine,Expert,Solo,Bachelors,Thinker,Logical,High,Fluent,Visionary,Exceptional,Doctor
Business,Beginner,Team,PhD,Doer,Analytical,None,Poor,Strong,Exceptional,Data Scientist
